"Prov.letters","cn","BCR","RngAdj","Prov.num","ProvBCR"
"NL","Horned Lark",8,1,"57","57-8"
"NL","House Sparrow",8,0.89,"57","57-8"
"NL","Least Flycatcher",8,0.96,"57","57-8"
"NL","Lincoln's Sparrow",8,1,"57","57-8"
"NL","Magnolia Warbler",8,0.83,"57","57-8"
"NL","Merlin",8,1,"57","57-8"
"NL","Mourning Warbler",8,0.9,"57","57-8"
"NL","Northern Flicker",8,1,"57","57-8"
"NL","Northern Goshawk",8,1,"57","57-8"
"NL","Northern Hawk Owl",8,1,"57","57-8"
"NL","Northern Shrike",8,1.28,"57","57-8"
"NL","Blackburnian Warbler",8,1.06,"57","57-8"
"NL","Black-capped Chickadee",8,0.89,"57","57-8"
"NL","Blackpoll Warbler",8,1,"57","57-8"
"NL","Osprey",8,1,"57","57-8"
"NL","Ovenbird",8,0.89,"57","57-8"
"NL","Palm Warbler",8,0.92,"57","57-8"
"NL","Philadelphia Vireo",8,0.84,"57","57-8"
"NL","Pine Grosbeak",8,1,"57","57-8"
"NL","Pine Siskin",8,0.96,"57","57-8"
"NL","Purple Finch",8,0.91,"57","57-8"
"NL","Red Crossbill",8,0.9,"57","57-8"
"NL","Red-breasted Nuthatch",8,1,"57","57-8"
"NL","Red-eyed Vireo",8,0.89,"57","57-8"
"NL","Red-winged Blackbird",8,0.85,"57","57-8"
"NL","Rock Pigeon",8,0.9,"57","57-8"
"NL","Rock Ptarmigan",8,0.85,"57","57-8"
"NL","Rough-legged Hawk",8,1.43,"57","57-8"
"NL","Ruby-crowned Kinglet",8,1,"57","57-8"
"NL","Ruffed Grouse",8,1,"57","57-8"
"NL","Rusty Blackbird",8,1,"57","57-8"
"NL","Savannah Sparrow",8,1,"57","57-8"
"NL","Sharp-shinned Hawk",8,0.95,"57","57-8"
"NL","Short-eared Owl",8,1,"57","57-8"
"NL","Song Sparrow",8,0.84,"57","57-8"
"NL","Spruce Grouse",8,0.98,"57","57-8"
"NL","Swainson's Thrush",8,1,"57","57-8"
"NL","Swamp Sparrow",8,0.97,"57","57-8"
"NL","Northern Waterthrush",8,1,"57","57-8"
"NL","Olive-sided Flycatcher",8,0.89,"57","57-8"
"NL","Orange-crowned Warbler",8,1.43,"57","57-8"
"NL","Wilson's Warbler",8,1,"57","57-8"
"NL","Winter Wren",8,0.89,"57","57-8"
"NL","Yellow Warbler",8,1,"57","57-8"
"NL","Yellow-bellied Flycatcher",8,1,"57","57-8"
"NL","Yellow-bellied Sapsucker",8,0.89,"57","57-8"
"NL","Yellow-rumped Warbler",8,1,"57","57-8"
"NT","Yellow-rumped Warbler",3,0.31,"43","43-3"
"NT","Smith's Longspur",3,0.73,"43","43-3"
"NT","Snow Bunting",3,0.91,"43","43-3"
"NT","Sharp-tailed Grouse",3,0.35,"43","43-3"
"NT","Short-eared Owl",3,0.46,"43","43-3"
"NT","Yellow Warbler",3,0.46,"43","43-3"
"NT","Wilson's Warbler",3,0.21,"43","43-3"
"NT","Alder Flycatcher",6,0.59,"43","43-6"
"NT","American Crow",6,0.66,"43","43-6"
"NT","American Dipper",6,1.42,"43","43-6"
"NT","American Kestrel",6,1.22,"43","43-6"
"NT","American Pipit",6,0.75,"43","43-6"
"NT","Snowy Owl",3,1.92,"43","43-3"
"NT","Spruce Grouse",3,0.1,"43","43-3"
"NT","Tree Swallow",3,0.18,"43","43-3"
"NT","Varied Thrush",3,0.15,"43","43-3"
"NT","White-crowned Sparrow",3,0.45,"43","43-3"
"NT","White-winged Crossbill",3,0.38,"43","43-3"
"NT","Willow Ptarmigan",3,0.91,"43","43-3"
"NT","American Pipit",3,1.78,"43","43-3"
"NT","American Robin",3,0.46,"43","43-3"
"NT","American Three-toed Woodpecker",3,0.33,"43","43-3"
"NT","American Tree Sparrow",3,0.46,"43","43-3"
"NT","Bald Eagle",3,0.67,"43","43-3"
"NT","Blackpoll Warbler",3,0.42,"43","43-3"
"NT","Bohemian Waxwing",3,0.46,"43","43-3"
"NT","Boreal Chickadee",3,0.24,"43","43-3"
"NT","Boreal Owl",3,1,"43","43-3"
"NT","Common Raven",3,1,"43","43-3"
"NT","Common Redpoll",3,0.46,"43","43-3"
"NT","Dark-eyed Junco",3,0.25,"43","43-3"
"NT","European Starling",3,1,"43","43-3"
"NT","Fox Sparrow",3,0.3,"43","43-3"
"NT","Golden Eagle",3,0.43,"43","43-3"
"NT","Gray Jay",3,0.16,"43","43-3"
"NT","Gray-cheeked Thrush",3,0.37,"43","43-3"
"NT","Gray-headed Chickadee",3,0.29,"43","43-3"
"NT","Great Horned Owl",3,0.38,"43","43-3"
"NT","Gyrfalcon",3,1.64,"43","43-3"
"NT","Harris's Sparrow",3,0.46,"43","43-3"
"NT","Hoary Redpoll",3,0.91,"43","43-3"
"NT","Horned Lark",3,0.98,"43","43-3"
"NT","Lapland Longspur",3,0.97,"43","43-3"
"NT","Merlin",3,0.03,"43","43-3"
"NT","Northern Flicker",3,0.05,"43","43-3"
"NT","Northern Goshawk",3,0.08,"43","43-3"
"NT","Northern Harrier",3,0.32,"43","43-3"
"NT","Northern Hawk Owl",3,0.28,"43","43-3"
"NT","Northern Shrike",3,0.28,"43","43-3"
"NT","Northern Waterthrush",3,0.03,"43","43-3"
"NT","Northern Wheatear",3,1,"43","43-3"
"NT","Orange-crowned Warbler",3,0.03,"43","43-3"
"NT","Osprey",3,0.19,"43","43-3"
"NT","Peregrine Falcon",3,0.67,"43","43-3"
"NT","Pine Grosbeak",3,0.13,"43","43-3"
"NT","Red-tailed Hawk",3,0.03,"43","43-3"
"NT","Red-winged Blackbird",3,1,"43","43-3"
"NT","Rock Ptarmigan",3,1.72,"43","43-3"
"NT","Rough-legged Hawk",3,1,"43","43-3"
"NT","Rusty Blackbird",3,0.56,"43","43-3"
"NT","Savannah Sparrow",3,0.46,"43","43-3"
"NT","Say's Phoebe",3,0.43,"43","43-3"
"NT","Sharp-shinned Hawk",3,0.08,"43","43-3"
"NT","Varied Thrush",6,0.99,"43","43-6"
"NT","Vesper Sparrow",6,0.51,"43","43-6"
"NT","Warbling Vireo",6,0.86,"43","43-6"
"NT","Western Tanager",6,0.69,"43","43-6"
"NT","Western Wood-Pewee",6,0.98,"43","43-6"
"NT","White-crowned Sparrow",6,1,"43","43-6"
"NT","White-tailed Ptarmigan",6,0.53,"43","43-6"
"NT","White-throated Sparrow",6,0.95,"43","43-6"
"NT","White-winged Crossbill",6,1,"43","43-6"
"NT","Willow Ptarmigan",6,1.24,"43","43-6"
"NT","Wilson's Warbler",6,1,"43","43-6"
"NT","Winter Wren",6,0.1,"43","43-6"
"NT","Yellow Warbler",6,1,"43","43-6"
"NT","Yellow-bellied Flycatcher",6,0.69,"43","43-6"
"NT","Yellow-bellied Sapsucker",6,0.8,"43","43-6"
"NT","Yellow-rumped Warbler",6,0.99,"43","43-6"
"NT","Northern Waterthrush",7,0.22,"43","43-7"
"NT","American Redstart",6,0.94,"43","43-6"
"NT","American Robin",6,1,"43","43-6"
"NT","American Three-toed Woodpecker",6,1,"43","43-6"
"NT","American Tree Sparrow",6,1,"43","43-6"
"NT","Bald Eagle",6,1,"43","43-6"
"NT","Bank Swallow",6,0.87,"43","43-6"
"NT","Barn Swallow",6,1.14,"43","43-6"
"NT","Barred Owl",6,0.3,"43","43-6"
"NT","Bay-breasted Warbler",6,0.77,"43","43-6"
"NT","Belted Kingfisher",6,0.78,"43","43-6"
"NT","Black-and-white Warbler",6,0.83,"43","43-6"
"NT","Black-backed Woodpecker",6,0.78,"43","43-6"
"NT","Black-capped Chickadee",6,0.65,"43","43-6"
"NT","Blackpoll Warbler",6,1,"43","43-6"
"NT","Blue-headed Vireo",6,0.54,"43","43-6"
"NT","Bohemian Waxwing",6,1,"43","43-6"
"NT","Boreal Chickadee",6,1,"43","43-6"
"NT","Boreal Owl",6,0.85,"43","43-6"
"NT","Brewer's Blackbird",6,0.72,"43","43-6"
"NT","Brown-headed Cowbird",6,0.51,"43","43-6"
"NT","Canada Warbler",6,0.1,"43","43-6"
"NT","Cape May Warbler",6,0.67,"43","43-6"
"NT","Chipping Sparrow",6,1.02,"43","43-6"
"NT","Clay-colored Sparrow",6,0.52,"43","43-6"
"NT","Cliff Swallow",6,1,"43","43-6"
"NT","Common Grackle",6,0.5,"43","43-6"
"NT","Common Nighthawk",6,0.96,"43","43-6"
"NT","Common Raven",6,1,"43","43-6"
"NT","Common Redpoll",6,1.18,"43","43-6"
"NT","Common Yellowthroat",6,0.58,"43","43-6"
"NT","Dark-eyed Junco",6,1,"43","43-6"
"NT","Downy Woodpecker",6,0.85,"43","43-6"
"NT","Dusky Grouse",6,0.63,"43","43-6"
"NT","Eastern Kingbird",6,0.8,"43","43-6"
"NT","Eastern Phoebe",6,0.91,"43","43-6"
"NT","European Starling",6,0.71,"43","43-6"
"NT","Evening Grosbeak",6,0.38,"43","43-6"
"NT","Fox Sparrow",6,0.99,"43","43-6"
"NT","Golden Eagle",6,1,"43","43-6"
"NT","Golden-crowned Kinglet",6,1.08,"43","43-6"
"NT","Golden-crowned Sparrow",6,1,"43","43-6"
"NT","Gray Jay",6,0.96,"43","43-6"
"NT","Gray-cheeked Thrush",6,0.95,"43","43-6"
"NT","Gray-crowned Rosy-Finch",6,0.3,"43","43-6"
"NT","Gray-headed Chickadee",6,0.32,"43","43-6"
"NT","Great Gray Owl",6,1.1,"43","43-6"
"NT","Great Horned Owl",6,1.19,"43","43-6"
"NT","Gyrfalcon",6,1.12,"43","43-6"
"NT","Hairy Woodpecker",6,1,"43","43-6"
"NT","Harris's Sparrow",6,2,"43","43-6"
"NT","Hermit Thrush",6,0.67,"43","43-6"
"NT","Hoary Redpoll",6,0.92,"43","43-6"
"NT","Horned Lark",6,1.18,"43","43-6"
"NT","House Sparrow",6,0.55,"43","43-6"
"NT","Lapland Longspur",6,0.38,"43","43-6"
"NT","Le Conte's Sparrow",6,0.62,"43","43-6"
"NT","Least Flycatcher",6,0.75,"43","43-6"
"NT","Lincoln's Sparrow",6,0.95,"43","43-6"
"NT","Long-eared Owl",6,0.69,"43","43-6"
"NT","Magnolia Warbler",6,0.84,"43","43-6"
"NT","Merlin",6,0.93,"43","43-6"
"NT","Nelson's Sparrow",6,0.88,"43","43-6"
"NT","Northern Flicker",6,0.95,"43","43-6"
"NT","Northern Goshawk",6,0.92,"43","43-6"
"NT","Northern Harrier",6,1,"43","43-6"
"NT","Northern Hawk Owl",6,0.99,"43","43-6"
"NT","Northern Shrike",6,1,"43","43-6"
"NT","Northern Waterthrush",6,0.86,"43","43-6"
"NT","Northern Wheatear",6,0.38,"43","43-6"
"NT","Olive-sided Flycatcher",6,0.83,"43","43-6"
"NT","Orange-crowned Warbler",6,0.85,"43","43-6"
"NT","Osprey",6,0.95,"43","43-6"
"NT","Ovenbird",6,0.36,"43","43-6"
"NT","Palm Warbler",6,0.81,"43","43-6"
"NT","Peregrine Falcon",6,1.25,"43","43-6"
"NT","Pine Grosbeak",6,0.98,"43","43-6"
"NT","Pine Siskin",6,0.93,"43","43-6"
"NT","Purple Finch",6,0.44,"43","43-6"
"NT","Red Crossbill",6,0.82,"43","43-6"
"NT","Red-breasted Nuthatch",6,0.8,"43","43-6"
"NT","Red-eyed Vireo",6,0.9,"43","43-6"
"NT","Red-tailed Hawk",6,0.68,"43","43-6"
"NT","Red-winged Blackbird",6,1.19,"43","43-6"
"NT","Rock Ptarmigan",6,1.18,"43","43-6"
"NT","Rough-legged Hawk",6,1.14,"43","43-6"
"NT","Ruby-crowned Kinglet",6,0.86,"43","43-6"
"NT","Ruffed Grouse",6,0.77,"43","43-6"
"NT","Rusty Blackbird",6,1,"43","43-6"
"NT","Savannah Sparrow",6,1,"43","43-6"
"NT","Say's Phoebe",6,1.26,"43","43-6"
"NT","Sharp-shinned Hawk",6,0.96,"43","43-6"
"NT","Sharp-tailed Grouse",6,1.07,"43","43-6"
"NT","Short-eared Owl",6,1,"43","43-6"
"NT","Smith's Longspur",6,0.39,"43","43-6"
"NT","Snow Bunting",6,0.19,"43","43-6"
"NT","Snowy Owl",6,0.34,"43","43-6"
"NT","Song Sparrow",6,0.52,"43","43-6"
"NT","Spruce Grouse",6,0.97,"43","43-6"
"NT","Swainson's Hawk",6,0.7,"43","43-6"
"NT","Swainson's Thrush",6,0.85,"43","43-6"
"NT","Swamp Sparrow",6,1.08,"43","43-6"
"NT","Tennessee Warbler",6,0.96,"43","43-6"
"NT","Townsend's Solitaire",6,1.34,"43","43-6"
"NT","Tree Swallow",6,1,"43","43-6"
"NT","Hermit Thrush",7,2,"43","43-7"
"NT","Hoary Redpoll",7,1.5,"43","43-7"
"NT","Horned Lark",7,1,"43","43-7"
"NT","House Sparrow",7,1.5,"43","43-7"
"NT","Lapland Longspur",7,3,"43","43-7"
"NT","Le Conte's Sparrow",7,0.31,"43","43-7"
"NT","Least Flycatcher",7,0.17,"43","43-7"
"NT","Lincoln's Sparrow",7,0.49,"43","43-7"
"NT","Long-eared Owl",7,0.08,"43","43-7"
"NT","Magnolia Warbler",7,1,"43","43-7"
"NT","Merlin",7,0.81,"43","43-7"
"NT","Nelson's Sparrow",7,0.04,"43","43-7"
"NT","Northern Flicker",7,0.63,"43","43-7"
"NT","Northern Goshawk",7,0.64,"43","43-7"
"NT","Northern Harrier",7,0.88,"43","43-7"
"NT","Northern Hawk Owl",7,0.98,"43","43-7"
"NT","Northern Shrike",7,1,"43","43-7"
"NT","Wilson's Warbler",7,0.8,"43","43-7"
"NT","Olive-sided Flycatcher",7,0.15,"43","43-7"
"NT","Orange-crowned Warbler",7,1.5,"43","43-7"
"NT","Osprey",7,0.66,"43","43-7"
"NT","Palm Warbler",7,0.09,"43","43-7"
"NT","Peregrine Falcon",7,1,"43","43-7"
"NT","Pine Grosbeak",7,0.59,"43","43-7"
"NT","Pine Siskin",7,0.2,"43","43-7"
"NT","Purple Finch",7,0.04,"43","43-7"
"NT","Red Crossbill",7,0.22,"43","43-7"
"NT","Red-breasted Nuthatch",7,0.17,"43","43-7"
"NT","Red-eyed Vireo",7,0.09,"43","43-7"
"NT","Red-tailed Hawk",7,0.21,"43","43-7"
"NT","Red-winged Blackbird",7,0.5,"43","43-7"
"NT","Rock Ptarmigan",7,1.5,"43","43-7"
"NT","Rough-legged Hawk",7,3,"43","43-7"
"NT","Ruby-crowned Kinglet",7,0.69,"43","43-7"
"NT","Ruffed Grouse",7,0.39,"43","43-7"
"NT","Rusty Blackbird",7,0.81,"43","43-7"
"NT","Savannah Sparrow",7,1,"43","43-7"
"NT","Say's Phoebe",7,1,"43","43-7"
"NT","Sharp-shinned Hawk",7,0.32,"43","43-7"
"NT","Sharp-tailed Grouse",7,0.31,"43","43-7"
"NT","Short-eared Owl",7,1,"43","43-7"
"NT","Smith's Longspur",7,1,"43","43-7"
"NT","Snow Bunting",7,2,"43","43-7"
"NT","Snowy Owl",7,1.5,"43","43-7"
"NT","Song Sparrow",7,0.41,"43","43-7"
"NT","Spruce Grouse",7,0.95,"43","43-7"
"NT","Swainson's Thrush",7,0.46,"43","43-7"
"NT","Swamp Sparrow",7,0.67,"43","43-7"
"NT","Tennessee Warbler",7,1.5,"43","43-7"
"NT","Tree Swallow",7,0.76,"43","43-7"
"NT","Vesper Sparrow",7,1,"43","43-7"
"NT","Warbling Vireo",7,1,"43","43-7"
"NT","Western Tanager",7,0.06,"43","43-7"
"NT","White-crowned Sparrow",7,1,"43","43-7"
"NT","White-throated Sparrow",7,0.69,"43","43-7"
"NT","White-winged Crossbill",7,0.97,"43","43-7"
"NT","Willow Ptarmigan",7,3,"43","43-7"
"NT","Cape May Warbler",7,0.25,"43","43-7"
"NT","Yellow Warbler",7,1,"43","43-7"
"NT","Yellow-bellied Flycatcher",7,1.5,"43","43-7"
"NT","Yellow-bellied Sapsucker",7,0.27,"43","43-7"
"NT","Yellow-rumped Warbler",7,0.82,"43","43-7"
"NT","Common Nighthawk",7,1,"43","43-7"
"NT","Common Raven",7,1,"43","43-7"
"NT","Common Redpoll",7,1,"43","43-7"
"NT","Common Yellowthroat",7,0.04,"43","43-7"
"NT","Dark-eyed Junco",7,0.9,"43","43-7"
"NT","Downy Woodpecker",7,0.15,"43","43-7"
"NT","Eastern Kingbird",7,0.16,"43","43-7"
"NT","Eastern Phoebe",7,0.57,"43","43-7"
"NT","European Starling",7,0.78,"43","43-7"
"NT","Evening Grosbeak",7,1,"43","43-7"
"NT","Fox Sparrow",7,0.89,"43","43-7"
"NT","Golden Eagle",7,1,"43","43-7"
"NT","Gray Jay",7,0.87,"43","43-7"
"NT","Gray-cheeked Thrush",7,1,"43","43-7"
"NT","Alder Flycatcher",7,2,"43","43-7"
"NT","American Crow",7,0.19,"43","43-7"
"NT","American Kestrel",7,0.34,"43","43-7"
"NT","American Pipit",7,1,"43","43-7"
"NT","American Redstart",7,0.12,"43","43-7"
"NT","American Robin",7,1,"43","43-7"
"NT","American Three-toed Woodpecker",7,1,"43","43-7"
"NT","American Tree Sparrow",7,1,"43","43-7"
"NT","Bald Eagle",7,0.69,"43","43-7"
"NT","Bank Swallow",7,0.56,"43","43-7"
"NT","Bay-breasted Warbler",7,1,"43","43-7"
"NT","Belted Kingfisher",7,0.61,"43","43-7"
"NT","Black-and-white Warbler",7,1.5,"43","43-7"
"NT","Black-backed Woodpecker",7,0.36,"43","43-7"
"NT","Black-capped Chickadee",7,0.27,"43","43-7"
"NT","Blackpoll Warbler",7,1,"43","43-7"
"NT","Blue-headed Vireo",7,1,"43","43-7"
"NT","Bohemian Waxwing",7,0.88,"43","43-7"
"NT","Boreal Chickadee",7,1,"43","43-7"
"NT","Boreal Owl",7,0.81,"43","43-7"
"NT","Brewer's Blackbird",7,1,"43","43-7"
"NT","Common Grackle",7,1.5,"43","43-7"
"NT","Cedar Waxwing",7,1.5,"43","43-7"
"NT","Chipping Sparrow",7,0.45,"43","43-7"
"NT","Clay-colored Sparrow",7,0.21,"43","43-7"
"NT","Gyrfalcon",7,2,"43","43-7"
"NT","Hairy Woodpecker",7,0.25,"43","43-7"
"NT","Great Gray Owl",7,0.53,"43","43-7"
"NT","Great Horned Owl",7,0.97,"43","43-7"
"NT","Harris's Sparrow",7,3,"43","43-7"
"ON","Short-eared Owl",8,1,"68","68-8"
"ON","Song Sparrow",8,1,"68","68-8"
"ON","Spruce Grouse",8,1,"68","68-8"
"ON","Swainson's Thrush",8,1,"68","68-8"
"ON","Swamp Sparrow",8,1,"68","68-8"
"ON","Tennessee Warbler",8,1,"68","68-8"
"ON","Tree Swallow",8,1,"68","68-8"
"ON","Turkey Vulture",8,0.5,"68","68-8"
"ON","Veery",8,0.67,"68","68-8"
"ON","Vesper Sparrow",8,0.59,"68","68-8"
"ON","Sedge Wren",8,0.93,"68","68-8"
"ON","Sharp-shinned Hawk",8,1,"68","68-8"
"ON","Sharp-tailed Grouse",8,1,"68","68-8"
"ON","White-throated Sparrow",8,1,"68","68-8"
"ON","White-winged Crossbill",8,1,"68","68-8"
"ON","Willow Ptarmigan",8,1,"68","68-8"
"ON","Wilson's Warbler",8,1,"68","68-8"
"ON","Winter Wren",8,1,"68","68-8"
"ON","Wood Thrush",8,0.5,"68","68-8"
"ON","Yellow Warbler",8,1,"68","68-8"
"ON","Yellow-bellied Flycatcher",8,1,"68","68-8"
"ON","Yellow-bellied Sapsucker",8,0.98,"68","68-8"
"ON","Yellow-rumped Warbler",8,1,"68","68-8"
"ON","Western Meadowlark",8,0.62,"68","68-8"
"ON","White-breasted Nuthatch",8,0.51,"68","68-8"
"ON","White-crowned Sparrow",8,1.5,"68","68-8"
"ON","Red-headed Woodpecker",8,0.61,"68","68-8"
"ON","Red-tailed Hawk",8,1,"68","68-8"
"ON","Red-winged Blackbird",8,0.88,"68","68-8"
"ON","Rock Pigeon",8,0.64,"68","68-8"
"ON","Rose-breasted Grosbeak",8,0.57,"68","68-8"
"ON","Rough-legged Hawk",8,1,"68","68-8"
"ON","Ruby-crowned Kinglet",8,1,"68","68-8"
"ON","Ruby-throated Hummingbird",8,0.58,"68","68-8"
"ON","Ruffed Grouse",8,1,"68","68-8"
"ON","Rusty Blackbird",8,1,"68","68-8"
"ON","Savannah Sparrow",8,1,"68","68-8"
"ON","Scarlet Tanager",8,0.5,"68","68-8"
"ON","Alder Flycatcher",8,1,"68","68-8"
"ON","American Crow",8,1,"68","68-8"
"ON","American Goldfinch",8,0.59,"68","68-8"
"ON","American Kestrel",8,1,"68","68-8"
"ON","American Redstart",8,0.69,"68","68-8"
"ON","American Robin",8,1,"68","68-8"
"ON","American Three-toed Woodpecker",8,1,"68","68-8"
"ON","American Tree Sparrow",8,1,"68","68-8"
"ON","Bald Eagle",8,1,"68","68-8"
"ON","Baltimore Oriole",8,0.51,"68","68-8"
"ON","Bank Swallow",8,1,"68","68-8"
"ON","Barn Swallow",8,1,"68","68-8"
"ON","Barred Owl",8,0.91,"68","68-8"
"ON","Bay-breasted Warbler",8,1,"68","68-8"
"ON","Belted Kingfisher",8,1,"68","68-8"
"ON","Black-and-white Warbler",8,1,"68","68-8"
"ON","Black-backed Woodpecker",8,1,"68","68-8"
"ON","Black-billed Cuckoo",8,0.59,"68","68-8"
"ON","Blackburnian Warbler",8,0.91,"68","68-8"
"ON","Black-capped Chickadee",8,0.93,"68","68-8"
"ON","Blackpoll Warbler",8,1.72,"68","68-8"
"ON","Black-throated Blue Warbler",8,0.55,"68","68-8"
"ON","Black-throated Green Warbler",8,1,"68","68-8"
"ON","Blue Jay",8,0.73,"68","68-8"
"ON","Blue-headed Vireo",8,1,"68","68-8"
"ON","Bobolink",8,0.5,"68","68-8"
"ON","Boreal Chickadee",8,1,"68","68-8"
"ON","Boreal Owl",8,1,"68","68-8"
"ON","Brewer's Blackbird",8,0.61,"68","68-8"
"ON","Broad-winged Hawk",8,0.77,"68","68-8"
"ON","Brown Creeper",8,0.83,"68","68-8"
"ON","Brown Thrasher",8,0.59,"68","68-8"
"ON","Brown-headed Cowbird",8,0.59,"68","68-8"
"ON","Canada Warbler",8,1,"68","68-8"
"ON","Cape May Warbler",8,0.86,"68","68-8"
"ON","Cedar Waxwing",8,0.9,"68","68-8"
"ON","Chestnut-sided Warbler",8,0.77,"68","68-8"
"ON","Chimney Swift",8,0.59,"68","68-8"
"ON","Chipping Sparrow",8,1,"68","68-8"
"ON","Clay-colored Sparrow",8,0.65,"68","68-8"
"ON","Cliff Swallow",8,0.86,"68","68-8"
"ON","Common Grackle",8,0.79,"68","68-8"
"ON","Common Nighthawk",8,1,"68","68-8"
"ON","Common Raven",8,1,"68","68-8"
"ON","Common Redpoll",8,1.5,"68","68-8"
"ON","Common Yellowthroat",8,1,"68","68-8"
"ON","Connecticut Warbler",8,0.86,"68","68-8"
"ON","Cooper's Hawk",8,0.65,"68","68-8"
"ON","Dark-eyed Junco",8,1,"68","68-8"
"ON","Downy Woodpecker",8,1,"68","68-8"
"ON","Eastern Bluebird",8,0.5,"68","68-8"
"ON","Eastern Kingbird",8,0.65,"68","68-8"
"ON","Eastern Meadowlark",8,0.54,"68","68-8"
"ON","Eastern Phoebe",8,0.85,"68","68-8"
"ON","Eastern Towhee",8,0.98,"68","68-8"
"ON","Eastern Whip-poor-will",8,0.69,"68","68-8"
"ON","Eastern Wood-Pewee",8,0.51,"68","68-8"
"ON","European Starling",8,1,"68","68-8"
"ON","Evening Grosbeak",8,0.58,"68","68-8"
"ON","Fox Sparrow",8,1.5,"68","68-8"
"ON","Golden Eagle",8,1.52,"68","68-8"
"ON","Golden-crowned Kinglet",8,1,"68","68-8"
"ON","Golden-winged Warbler",8,1,"68","68-8"
"ON","Gray Catbird",8,0.6,"68","68-8"
"ON","Gray Jay",8,1,"68","68-8"
"ON","Gray-cheeked Thrush",8,1,"68","68-8"
"ON","Great Crested Flycatcher",8,0.68,"68","68-8"
"ON","Great Gray Owl",8,1,"68","68-8"
"ON","Great Horned Owl",8,1,"68","68-8"
"ON","Hairy Woodpecker",8,1,"68","68-8"
"ON","Hermit Thrush",8,1,"68","68-8"
"ON","Horned Lark",8,0.5,"68","68-8"
"ON","House Sparrow",8,0.83,"68","68-8"
"ON","House Wren",8,0.6,"68","68-8"
"ON","Indigo Bunting",8,0.51,"68","68-8"
"ON","Le Conte's Sparrow",8,0.79,"68","68-8"
"ON","Least Flycatcher",8,0.95,"68","68-8"
"ON","Lincoln's Sparrow",8,1,"68","68-8"
"ON","Loggerhead Shrike",8,0.5,"68","68-8"
"ON","Long-eared Owl",8,1,"68","68-8"
"ON","Magnolia Warbler",8,1,"68","68-8"
"ON","Marsh Wren",8,0.5,"68","68-8"
"ON","Merlin",8,1,"68","68-8"
"ON","Mourning Dove",8,0.57,"68","68-8"
"ON","Mourning Warbler",8,0.66,"68","68-8"
"ON","Nashville Warbler",8,0.86,"68","68-8"
"ON","Northern Flicker",8,1,"68","68-8"
"ON","Northern Goshawk",8,1,"68","68-8"
"ON","Northern Harrier",8,1,"68","68-8"
"ON","Northern Hawk Owl",8,1,"68","68-8"
"ON","Northern Mockingbird",8,0.6,"68","68-8"
"ON","Northern Parula",8,0.78,"68","68-8"
"ON","Northern Rough-winged Swallow",8,0.5,"68","68-8"
"ON","Northern Saw-whet Owl",8,0.83,"68","68-8"
"ON","Northern Waterthrush",8,1,"68","68-8"
"ON","Olive-sided Flycatcher",8,1,"68","68-8"
"ON","Orange-crowned Warbler",8,1.18,"68","68-8"
"ON","Osprey",8,1,"68","68-8"
"ON","Ovenbird",8,0.72,"68","68-8"
"ON","Palm Warbler",8,1,"68","68-8"
"ON","Philadelphia Vireo",8,0.81,"68","68-8"
"ON","Pileated Woodpecker",8,1,"68","68-8"
"ON","Pine Grosbeak",8,1,"68","68-8"
"ON","Pine Siskin",8,0.84,"68","68-8"
"ON","Pine Warbler",8,0.83,"68","68-8"
"ON","Purple Finch",8,0.84,"68","68-8"
"ON","Purple Martin",8,0.51,"68","68-8"
"ON","Red Crossbill",8,0.77,"68","68-8"
"ON","Red-breasted Nuthatch",8,0.79,"68","68-8"
"ON","Red-eyed Vireo",8,0.73,"68","68-8"
"QC","Chipping Sparrow",7,1,"76","76-7"
"QC","Cliff Swallow",7,1,"76","76-7"
"QC","Cedar Waxwing",7,1,"76","76-7"
"QC","Chestnut-sided Warbler",7,1,"76","76-7"
"QC","Brown Creeper",7,0.18,"76","76-7"
"QC","Canada Warbler",7,1,"76","76-7"
"QC","Cape May Warbler",7,1,"76","76-7"
"QC","Alder Flycatcher",7,0.49,"76","76-7"
"QC","American Crow",7,0.16,"76","76-7"
"QC","American Goldfinch",7,1,"76","76-7"
"QC","American Kestrel",7,1,"76","76-7"
"QC","American Pipit",7,2,"76","76-7"
"QC","American Redstart",7,1,"76","76-7"
"QC","American Robin",7,1,"76","76-7"
"QC","American Three-toed Woodpecker",7,0.9,"76","76-7"
"QC","American Tree Sparrow",7,0.99,"76","76-7"
"QC","Bald Eagle",7,1.5,"76","76-7"
"QC","Bank Swallow",7,0.51,"76","76-7"
"QC","Barn Swallow",7,1,"76","76-7"
"QC","Barred Owl",7,1,"76","76-7"
"QC","Bay-breasted Warbler",7,1,"76","76-7"
"QC","Belted Kingfisher",7,0.57,"76","76-7"
"QC","Black-and-white Warbler",7,1,"76","76-7"
"QC","Black-backed Woodpecker",7,0.22,"76","76-7"
"QC","Black-capped Chickadee",7,1,"76","76-7"
"QC","Blackpoll Warbler",7,0.94,"76","76-7"
"QC","Black-throated Green Warbler",7,1,"76","76-7"
"QC","Blue-headed Vireo",7,1,"76","76-7"
"QC","Bobolink",7,1,"76","76-7"
"QC","Boreal Chickadee",7,0.95,"76","76-7"
"QC","Boreal Owl",7,0.72,"76","76-7"
"QC","Willow Ptarmigan",7,0.93,"76","76-7"
"QC","Wilson's Warbler",7,1,"76","76-7"
